               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,             0.02127,            0.022443,           0.0011095,              0.8612,             0.74287,             0.79647,             0.32431,            0.046427,            0.056594,             0.01145,             0.00472,             0.00472,             0.00472
                 162,            0.021082,             0.02364,           0.0013634,             0.79761,             0.74631,             0.77849,             0.32663,             0.04535,            0.056632,            0.013801,            0.004687,            0.004687,            0.004687
                 163,            0.020917,            0.022444,           0.0012837,             0.87121,             0.74851,             0.80666,             0.33175,            0.045477,            0.057646,              0.0127,            0.004654,            0.004654,            0.004654
                 164,            0.020662,             0.02368,           0.0011886,             0.81028,             0.80084,             0.79296,             0.32354,            0.045327,            0.057273,            0.011436,            0.004621,            0.004621,            0.004621
                 165,            0.020381,            0.022969,           0.0010623,             0.83625,             0.78682,             0.80116,             0.31824,            0.045761,            0.056929,            0.010738,            0.004588,            0.004588,            0.004588
                 166,            0.019967,            0.024297,           0.0011414,             0.83784,             0.76722,             0.79133,             0.32029,            0.045585,            0.057089,            0.011536,            0.004555,            0.004555,            0.004555
                 167,            0.020894,            0.023319,           0.0011951,             0.84001,             0.77801,             0.80624,             0.33245,            0.046066,            0.056802,             0.01179,            0.004522,            0.004522,            0.004522
                 168,            0.020086,            0.024212,           0.0010102,             0.85924,             0.77002,             0.81443,             0.33858,             0.04546,            0.056254,            0.012285,            0.004489,            0.004489,            0.004489
                 169,            0.020547,             0.02308,           0.0012936,             0.83791,             0.75297,             0.79532,             0.32592,            0.045948,            0.056947,            0.012427,            0.004456,            0.004456,            0.004456
                 170,            0.020846,             0.02228,            0.001261,             0.82355,             0.76237,             0.78884,             0.32156,            0.046313,            0.058139,             0.01287,            0.004423,            0.004423,            0.004423
                 171,            0.020401,             0.02297,           0.0011266,             0.82673,             0.77175,             0.79916,             0.33117,            0.046565,            0.058163,            0.011841,             0.00439,             0.00439,             0.00439
                 172,            0.020742,            0.022804,           0.0011049,             0.83098,             0.76411,              0.8054,             0.33438,            0.046303,            0.056959,            0.011271,            0.004357,            0.004357,            0.004357
                 173,             0.01998,            0.024745,          0.00092972,             0.83564,             0.77198,             0.80345,             0.32906,            0.046465,            0.058094,            0.011234,            0.004324,            0.004324,            0.004324
                 174,            0.020002,            0.023014,           0.0012013,             0.85846,             0.74881,             0.78299,             0.31739,            0.046744,            0.058324,            0.011565,            0.004291,            0.004291,            0.004291
                 175,             0.01971,            0.022662,          0.00079426,             0.81984,             0.78785,             0.80336,               0.327,            0.045802,             0.05809,            0.010767,            0.004258,            0.004258,            0.004258
                 176,            0.019365,            0.022749,          0.00080225,             0.84229,              0.7557,             0.79315,             0.31464,            0.046719,            0.058823,             0.01215,            0.004225,            0.004225,            0.004225
                 177,            0.019236,            0.022427,          0.00097315,             0.84774,             0.76839,             0.80703,             0.33264,            0.045135,            0.058016,            0.011831,            0.004192,            0.004192,            0.004192
                 178,            0.019842,            0.022024,          0.00086932,             0.82309,             0.75913,             0.79532,             0.33287,             0.04551,            0.057779,            0.011376,            0.004159,            0.004159,            0.004159
                 179,            0.020059,             0.02252,           0.0010799,             0.84951,             0.74985,             0.78053,              0.3319,            0.045666,            0.057855,            0.010714,            0.004126,            0.004126,            0.004126
                 180,            0.019684,            0.021833,           0.0011526,              0.8278,             0.77079,             0.79321,             0.32996,            0.046047,            0.057404,            0.011221,            0.004093,            0.004093,            0.004093
                 181,            0.019361,            0.022166,          0.00089208,             0.83652,             0.77508,             0.80351,             0.33488,            0.045608,             0.05787,            0.013606,             0.00406,             0.00406,             0.00406
                 182,            0.019923,            0.022387,           0.0010568,             0.82691,             0.79182,             0.80228,             0.33702,            0.045411,            0.058503,            0.014395,            0.004027,            0.004027,            0.004027
                 183,            0.019814,            0.023898,           0.0014755,             0.83802,             0.79364,             0.81277,             0.34469,            0.045107,             0.05805,            0.012745,            0.003994,            0.003994,            0.003994
                 184,            0.019445,            0.022923,          0.00095589,             0.81786,             0.78102,             0.80073,             0.33905,            0.044926,            0.057479,            0.012853,            0.003961,            0.003961,            0.003961
                 185,            0.019748,            0.022953,           0.0010373,             0.82454,             0.78251,             0.80262,             0.33476,            0.045318,            0.056922,            0.014083,            0.003928,            0.003928,            0.003928
                 186,            0.019542,            0.023726,           0.0010808,             0.87582,             0.77241,             0.81113,             0.33584,            0.045732,            0.057654,            0.013905,            0.003895,            0.003895,            0.003895
                 187,            0.019395,            0.022071,          0.00082308,             0.86115,             0.78846,             0.81986,             0.33291,            0.045904,              0.0583,            0.013435,            0.003862,            0.003862,            0.003862
                 188,            0.019422,            0.021957,           0.0011035,             0.87065,             0.75916,             0.80282,             0.32594,            0.046121,            0.059564,            0.012693,            0.003829,            0.003829,            0.003829
                 189,            0.019082,            0.021755,           0.0011118,             0.82739,              0.7754,             0.79995,             0.33177,            0.045885,            0.059546,             0.01211,            0.003796,            0.003796,            0.003796
                 190,            0.019079,            0.021603,            0.001242,             0.85499,             0.76114,             0.81039,              0.3408,            0.045746,            0.058445,            0.011363,            0.003763,            0.003763,            0.003763
                 191,            0.019196,            0.023104,          0.00083185,             0.86182,             0.75948,             0.80455,             0.33205,            0.046088,            0.058211,            0.010786,             0.00373,             0.00373,             0.00373
                 192,            0.018855,            0.021199,           0.0012668,             0.88063,             0.74368,             0.80965,             0.33296,            0.045922,            0.058544,            0.011141,            0.003697,            0.003697,            0.003697
                 193,            0.019255,            0.022767,          0.00083778,             0.81328,             0.80785,             0.81437,             0.33595,            0.045917,             0.05807,            0.011058,            0.003664,            0.003664,            0.003664
                 194,            0.019062,            0.020582,          0.00084844,             0.85884,             0.77733,             0.81399,             0.33704,            0.046618,            0.058139,            0.012269,            0.003631,            0.003631,            0.003631
                 195,            0.019177,            0.021911,           0.0012116,              0.8732,             0.76234,             0.81309,              0.3339,             0.04664,            0.058361,             0.01229,            0.003598,            0.003598,            0.003598
                 196,            0.018546,            0.022565,            0.001058,             0.80788,             0.79593,             0.80425,             0.32746,            0.046609,            0.059224,            0.013233,            0.003565,            0.003565,            0.003565
                 197,            0.018722,            0.021551,           0.0010145,             0.84715,             0.74424,             0.80082,             0.33038,            0.045936,            0.059958,            0.014051,            0.003532,            0.003532,            0.003532
                 198,            0.018735,            0.022529,          0.00098238,              0.8631,             0.77242,             0.81497,             0.33632,            0.045713,            0.059138,            0.012992,            0.003499,            0.003499,            0.003499
                 199,            0.018443,            0.022911,          0.00080054,             0.84233,             0.78907,             0.81159,             0.34346,            0.045272,            0.058196,            0.013997,            0.003466,            0.003466,            0.003466
